2016-06-13 09:00:00,12.08,520
2016-06-13 09:06:00,12.97,1250
2016-06-13 09:12:00,12.18,1800
2016-06-13 09:14:00,12.90,1930
2016-06-13 09:15:00,12.40,2000
2016-06-13 09:17:00,12.54,2020
2016-06-13 09:25:00,12.64,2980
2016-06-13 09:28:00,12.76,3830
2016-06-13 09:33:00,12.60,4090
2016-06-13 09:42:00,12.16,4510
2016-06-13 09:48:00,12.03,4890
2016-06-13 09:57:00,12.96,4970
2016-06-13 10:03:00,12.17,5100
2016-06-13 10:07:00,12.88,5460
2016-06-13 10:10:00,12.92,5860
2016-06-13 10:14:00,12.60,6280
2016-06-13 10:21:00,12.03,6980
2016-06-13 10:21:00,12.66,7940
2016-06-13 10:29:00,12.68,8040
2016-06-13 10:29:00,12.80,8850
2016-06-13 10:29:00,12.86,9670
2016-06-13 10:33:00,12.44,9760
2016-06-13 10:37:00,12.03,9860
2016-06-13 10:43:00,12.27,10390
2016-06-13 10:45:00,12.90,10940
2016-06-13 10:54:00,12.87,11440
2016-06-13 10:59:00,12.13,12000
2016-06-13 10:59:00,12.67,12830
2016-06-13 11:01:00,12.31,13070
2016-06-13 11:02:00,12.19,13420
2016-06-13 11:08:00,12.64,13900
2016-06-13 11:14:00,12.45,14110
2016-06-13 11:14:00,13.00,14400
2016-06-13 11:16:00,12.03,15010
2016-06-13 11:18:00,12.16,15670
2016-06-13 11:25:00,12.95,16240
2016-06-13 11:28:00,12.98,17000
2016-06-13 11:37:00,12.15,17190
2016-06-13 11:43:00,12.09,17730
2016-06-13 11:45:00,12.21,18620
2016-06-13 11:54:00,12.13,19170
2016-06-13 12:02:00,12.69,19600
2016-06-13 12:04:00,12.83,20030
2016-06-13 12:04:00,12.66,20410
2016-06-13 12:04:00,12.39,21130
2016-06-13 12:12:00,12.92,21490
2016-06-13 12:20:00,12.22,22320
2016-06-13 12:25:00,12.26,23020
2016-06-13 12:32:00,12.49,23980
2016-06-13 12:32:00,12.26,24030
2016-06-13 12:32:00,12.34,24500
2016-06-13 12:36:00,12.77,24650
2016-06-13 12:39:00,12.64,25020
2016-06-13 12:41:00,12.01,25140
2016-06-13 12:47:00,12.89,25700
2016-06-13 12:51:00,12.23,25860
2016-06-13 12:56:00,12.46,26780
2016-06-13 12:56:00,12.23,27310
2016-06-13 12:59:00,12.08,27880
2016-06-13 13:04:00,12.23,28750
2016-06-13 13:12:00,12.58,29650
2016-06-13 13:17:00,12.88,29690
2016-06-13 13:25:00,12.20,30530
2016-06-13 13:33:00,12.28,31350
2016-06-13 13:34:00,12.20,31490
2016-06-13 13:36:00,12.07,31870
2016-06-13 13:42:00,12.73,32800
2016-06-13 13:45:00,12.27,33260
2016-06-13 13:49:00,12.10,33700
2016-06-13 13:54:00,12.38,34130
2016-06-13 13:58:00,12.60,34540
2016-06-13 14:07:00,12.02,35340
2016-06-13 14:11:00,12.25,36090
2016-06-13 14:16:00,12.56,36470
2016-06-13 14:23:00,12.40,37300
2016-06-13 14:30:00,12.56,38090
2016-06-13 14:34:00,12.64,38370
2016-06-13 14:43:00,12.77,39340
2016-06-13 14:43:00,12.21,39990
2016-06-13 14:43:00,12.91,40730
2016-06-13 14:47:00,12.91,41150
2016-06-13 14:51:00,12.41,41920
2016-06-13 14:59:00,12.19,42760
2016-06-13 15:08:00,12.71,42890
2016-06-13 15:17:00,12.31,42940
2016-06-13 15:24:00,12.51,43200
2016-06-13 15:28:00,12.79,44100
2016-06-13 15:29:00,12.73,44140
2016-06-13 15:33:00,12.29,45130
2016-06-13 15:34:00,12.99,46100
2016-06-13 15:37:00,12.34,47020
2016-06-13 15:45:00,12.59,47380
2016-06-13 15:48:00,12.74,47540
2016-06-13 15:53:00,12.82,48390
*******************************************
2016-06-14 09:00:00,12.13,910
2016-06-14 09:08:00,12.85,1900
2016-06-14 09:09:00,12.56,2720
2016-06-14 09:12:00,12.74,2960
2016-06-14 09:20:00,12.64,3450
2016-06-14 09:20:00,12.05,3620
2016-06-14 09:24:00,12.74,4080
2016-06-14 09:27:00,12.66,4120
2016-06-14 09:33:00,12.47,4760
2016-06-14 09:42:00,12.33,5710
2016-06-14 09:50:00,12.06,5750
2016-06-14 09:59:00,12.80,6290
2016-06-14 10:04:00,12.29,7010
2016-06-14 10:13:00,12.91,7300
2016-06-14 10:17:00,12.62,7790
2016-06-14 10:19:00,12.17,8370
2016-06-14 10:27:00,12.02,8720
2016-06-14 10:35:00,12.54,8760
2016-06-14 10:39:00,12.38,9170
2016-06-14 10:47:00,12.81,9840
2016-06-14 10:47:00,12.45,9890
2016-06-14 10:50:00,12.99,10240
2016-06-14 10:53:00,12.22,10370
2016-06-14 10:56:00,12.97,10710
2016-06-14 11:04:00,12.63,10960
2016-06-14 11:09:00,12.82,11020
2016-06-14 11:18:00,12.77,11780
2016-06-14 11:23:00,12.66,12610
2016-06-14 11:29:00,12.90,13110
2016-06-14 11:31:00,12.81,13860
2016-06-14 11:37:00,12.40,13990
2016-06-14 11:40:00,12.65,14570
2016-06-14 11:41:00,12.56,14740
2016-06-14 11:48:00,12.91,15030
2016-06-14 11:51:00,12.76,15860
2016-06-14 11:56:00,12.59,16210
2016-06-14 11:58:00,12.23,16560
2016-06-14 12:07:00,12.52,17440
2016-06-14 12:14:00,12.19,18330
2016-06-14 12:17:00,12.90,18460
2016-06-14 12:26:00,12.16,18980
2016-06-14 12:27:00,12.71,19790
2016-06-14 12:33:00,12.62,20160
2016-06-14 12:42:00,12.05,20250
2016-06-14 12:45:00,12.68,20770
2016-06-14 12:49:00,12.47,21750
2016-06-14 12:53:00,12.35,22480
2016-06-14 12:58:00,12.17,22690
2016-06-14 13:03:00,12.74,23330
2016-06-14 13:03:00,12.76,24090
2016-06-14 13:06:00,12.94,24340
2016-06-14 13:14:00,12.99,24880
2016-06-14 13:18:00,12.18,25520
2016-06-14 13:19:00,12.79,25940
2016-06-14 13:23:00,12.12,26630
2016-06-14 13:32:00,12.79,26770
2016-06-14 13:37:00,12.07,27110
2016-06-14 13:44:00,12.06,27850
2016-06-14 13:51:00,12.17,28040
2016-06-14 13:59:00,12.37,28940
2016-06-14 14:06:00,12.03,29920
2016-06-14 14:11:00,12.67,30450
2016-06-14 14:20:00,12.88,30540
2016-06-14 14:26:00,12.42,31310
2016-06-14 14:28:00,12.07,31380
2016-06-14 14:35:00,12.48,31590
2016-06-14 14:40:00,12.40,31750
2016-06-14 14:42:00,12.24,32000
2016-06-14 14:50:00,12.55,32390
2016-06-14 14:59:00,12.20,32740
2016-06-14 15:08:00,12.33,32880
2016-06-14 15:08:00,12.72,33490
2016-06-14 15:16:00,12.61,34400
2016-06-14 15:17:00,12.32,35300
2016-06-14 15:20:00,12.18,35480
2016-06-14 15:26:00,12.69,35800
2016-06-14 15:29:00,12.40,36690
2016-06-14 15:36:00,12.28,37120
2016-06-14 15:41:00,12.05,37580
2016-06-14 15:50:00,12.80,38210
2016-06-14 15:58:00,12.55,39050
*******************************************
2016-06-15 09:00:00,12.26,230
2016-06-15 09:09:00,12.90,490
2016-06-15 09:17:00,12.24,570
2016-06-15 09:20:00,12.09,820
2016-06-15 09:22:00,12.21,1280
2016-06-15 09:30:00,12.62,2050
2016-06-15 09:32:00,12.08,2800
2016-06-15 09:32:00,12.19,2930
2016-06-15 09:39:00,12.38,3300
2016-06-15 09:41:00,12.42,3880
2016-06-15 09:46:00,12.53,4190
2016-06-15 09:47:00,12.04,5150
2016-06-15 09:52:00,12.28,5460
2016-06-15 09:56:00,12.59,6340
2016-06-15 10:03:00,12.65,6500
2016-06-15 10:05:00,12.81,6820
2016-06-15 10:08:00,12.07,7060
2016-06-15 10:09:00,12.29,7270
2016-06-15 10:10:00,12.17,8020
2016-06-15 10:18:00,12.23,8640
2016-06-15 10:23:00,12.95,9260
2016-06-15 10:26:00,12.24,9960
2016-06-15 10:27:00,12.52,10540
2016-06-15 10:33:00,12.03,11020
2016-06-15 10:39:00,12.85,11970
2016-06-15 10:44:00,12.63,12670
2016-06-15 10:52:00,12.87,12870
2016-06-15 10:58:00,12.96,13840
2016-06-15 11:06:00,12.53,14700
2016-06-15 11:14:00,12.85,15220
2016-06-15 11:14:00,12.97,16090
2016-06-15 11:17:00,12.19,16820
2016-06-15 11:25:00,12.13,17420
2016-06-15 11:25:00,12.60,17820
2016-06-15 11:25:00,12.05,18170
2016-06-15 11:26:00,12.75,18970
2016-06-15 11:35:00,12.70,19790
2016-06-15 11:38:00,12.71,19950
2016-06-15 11:43:00,12.50,20020
2016-06-15 11:50:00,12.21,20340
2016-06-15 11:54:00,12.08,21280
2016-06-15 11:57:00,12.16,21780
2016-06-15 12:00:00,12.89,22670
2016-06-15 12:00:00,12.01,23370
2016-06-15 12:01:00,12.87,23710
2016-06-15 12:05:00,12.68,24240
2016-06-15 12:05:00,12.48,24470
2016-06-15 12:14:00,12.63,25100
2016-06-15 12:21:00,12.85,25380
2016-06-15 12:24:00,12.81,25870
2016-06-15 12:25:00,12.42,26660
2016-06-15 12:31:00,12.57,27560
2016-06-15 12:35:00,12.56,27910
2016-06-15 12:40:00,12.08,28520
2016-06-15 12:46:00,12.36,29460
2016-06-15 12:55:00,12.74,29670
2016-06-15 12:57:00,12.74,30300
2016-06-15 13:04:00,12.51,30940
2016-06-15 13:04:00,12.65,31500
2016-06-15 13:10:00,12.41,32420
2016-06-15 13:17:00,12.44,32520
2016-06-15 13:20:00,12.96,33150
2016-06-15 13:23:00,12.34,33250
2016-06-15 13:23:00,12.23,33270
2016-06-15 13:26:00,12.80,33500
2016-06-15 13:29:00,12.28,33730
2016-06-15 13:32:00,12.84,34240
2016-06-15 13:35:00,12.33,34650
2016-06-15 13:36:00,12.02,34990
2016-06-15 13:38:00,12.92,35510
2016-06-15 13:47:00,12.54,35520
2016-06-15 13:53:00,12.16,35780
2016-06-15 13:59:00,12.93,36180
2016-06-15 14:06:00,12.59,36480
2016-06-15 14:14:00,12.83,36570
2016-06-15 14:18:00,12.32,37010
2016-06-15 14:24:00,12.39,37680
2016-06-15 14:25:00,12.77,38240
2016-06-15 14:34:00,12.48,39210
2016-06-15 14:35:00,12.23,39870
2016-06-15 14:44:00,12.93,40370
2016-06-15 14:48:00,12.28,41070
