2017/5/10 09:00,12.93,420
2017/5/10 09:07,12.45,780
2017/5/10 09:13,12.75,1110
2017/5/10 09:16,12.64,1420
2017/5/10 09:22,12.16,1600
2017/5/10 09:22,12.53,1930
2017/5/10 09:29,12.01,2460
2017/5/10 09:34,12.42,3000
2017/5/10 09:34,12.22,3550
2017/5/10 09:39,12.69,3570
2017/5/10 09:48,12.66,4540
2017/5/10 09:57,12.79,4890
2017/5/10 10:00,12.43,5010
2017/5/10 10:04,12.16,5230
2017/5/10 10:09,12.36,5740
2017/5/10 10:09,12.04,6670
2017/5/10 10:12,12.21,7230
2017/5/10 10:21,12.92,8210
2017/5/10 10:21,12.9,8530
2017/5/10 10:24,12.26,8570
2017/5/10 10:28,12.88,8780
2017/5/10 10:29,12.03,9180
2017/5/10 10:33,12.67,9850
2017/5/10 10:40,12.39,10800
2017/5/10 10:46,12.35,11590
2017/5/10 10:46,12.37,12040
2017/5/10 10:54,12.57,12540
2017/5/10 10:55,12.66,13370
2017/5/10 10:59,12.12,13720
2017/5/10 11:00,12.71,13930
2017/5/10 11:04,12.15,14360
2017/5/10 11:05,12.88,15040
2017/5/10 11:10,12,15750
2017/5/10 11:12,12.03,16110
2017/5/10 11:17,12.62,16720
2017/5/10 11:17,12.9,17680
2017/5/10 11:20,12.95,18010
2017/5/10 11:22,12.93,18420
2017/5/10 11:23,12.36,18980
2017/5/10 11:28,12.15,18990
2017/5/10 11:29,12.9,19920
2017/5/10 11:35,12.07,20110
2017/5/10 11:36,12.97,20930
2017/5/10 11:44,12.53,21210
2017/5/10 11:48,12.07,22110
2017/5/10 11:56,12.28,22960
2017/5/10 12:03,12.29,23280
2017/5/10 12:06,12.56,23380
2017/5/10 12:07,12.84,23390
2017/5/10 12:07,12.38,23720
2017/5/10 12:13,12.48,24460
2017/5/10 12:13,12.18,25220
2017/5/10 12:18,12.89,25570
2017/5/10 12:25,12.38,26050
2017/5/10 12:27,12.29,26580
2017/5/10 12:35,12.83,27050
2017/5/10 12:44,12.22,27090
2017/5/10 12:46,12.3,27640
2017/5/10 12:52,12.65,28350
2017/5/10 12:54,12.98,28790
2017/5/10 12:58,12.67,28850
2017/5/10 13:02,12.45,29500
2017/5/10 13:04,12.73,30160
2017/5/10 13:08,12.28,30570
2017/5/10 13:11,12.64,30730
2017/5/10 13:16,12.82,31650
2017/5/10 13:23,12.79,32120
2017/5/10 13:26,12.25,32860
2017/5/10 13:28,12.82,33390
2017/5/10 13:36,12.89,34080
2017/5/10 13:45,12.45,34450
2017/5/10 13:51,12.24,35360
2017/5/10 13:55,12.8,35840
2017/5/10 14:02,12.1,36070
2017/5/10 14:02,12.16,36810
2017/5/10 14:03,12.04,37100
2017/5/10 14:05,12.57,38030
2017/5/10 14:06,12.09,38250
2017/5/10 14:15,12.82,38540
2017/5/10 14:16,12.97,38630
2017/5/10 14:18,12.84,39110
2017/5/10 14:23,12.14,40100
2017/5/10 14:25,12.54,40340
2017/5/10 14:30,12.33,40550
2017/5/10 14:30,12.59,40880
2017/5/10 14:34,12.83,41110
2017/5/10 14:34,12.23,41520
2017/5/10 14:37,12.45,41610
2017/5/10 14:37,12.57,41860
2017/5/10 14:38,12.05,42740
2017/5/10 14:46,12.09,43050
2017/5/10 14:46,12.62,43170
2017/5/10 14:47,12.87,43980
2017/5/10 14:51,12.49,44040
2017/5/10 15:00,12.24,44400
2017/5/10 15:08,12.46,45340
2017/5/10 15:09,12.26,46270
2017/5/10 15:10,12.47,46820
2017/5/10 15:10,12.31,47670
2017/5/10 15:18,12.51,47810
2017/5/10 15:19,12.15,48410
2017/5/10 15:21,12.75,48670
